OfferingName,ProductSkuName,Australia Central,Australia Central 2 *,Australia East,Australia Southeast,Austria East,Belgium Central,Brazil South,Brazil Southeast,Canada Central,Canada East,Central India,Central US,Chile Central,China East,China East 2,China East 3 *,China North,China North 2,China North 3,Denmark East,East Asia,East US,East US 2,France Central,France South *,Germany North *,Germany West Central,India South Central,Indonesia Central,Israel Central,Italy North,Japan East,Japan West,Korea Central,Korea South *,Malaysia West,Mexico Central,New Zealand North,Non Regional,North Central US,North Europe,Norway East,Norway West *,Poland Central,Qatar Central,South Africa North,South Africa West *,South Central US,South India,Southeast Asia,Spain Central,Sweden Central,Sweden South *,Switzerland North,Switzerland West *,Taiwan North **,UAE Central *,UAE North,UK South,UK West,West Central US,West Europe,West India *,West US,West US 2,West US 3
Azure Files,Geo redundant HDD storage,GA,,GA,GA,GA,GA,GA,,GA,GA,GA,GA,GA,,,,,,,GA,GA,GA,GA,GA,,,GA,GA,GA,GA,GA,GA,GA,GA,,GA,GA,GA,,GA,GA,GA,,GA,GA,GA,,GA,GA,GA,GA,GA,,GA,,GA,,GA,GA,GA,GA,GA,GA,GA,GA,GA
Azure Files,Locally redundant HDD storage,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA
Azure Files,Locally redundant SSD storage,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,,GA,GA,,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,,GA,GA,,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA
Azure Files,Zone redundant SSD storage,GA,,GA,GA,GA,GA,GA,,GA,GA,GA,GA,GA,,,,,,,GA,GA,GA,GA,GA,,,GA,,GA,GA,GA,GA,GA,GA,,GA,GA,GA,,GA,GA,GA,,GA,GA,GA,,GA,GA,GA,GA,GA,,GA,,,,GA,GA,GA,GA,GA,GA,GA,GA,GA
Azure Firewall,General,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA
Azure Firewall,Azure Firewall Basic,GA,,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,,GA,GA,,GA,GA,GA,GA,GA,GA,GA,GA,,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,,GA,,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA
Azure Firewall,Azure Firewall Premium,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,,GA,GA,,GA,GA,GA,GA,GA,GA,GA,GA,,GA,,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,,GA,GA,GA,,GA,GA,GA,GA,GA,GA,GA,GA,GA,,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA
Azure Firewall,Azure Firewall Standard,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA
Azure Firewall Manager,General,GA,GA,GA,GA,GA,GA,GA,,GA,GA,GA,GA,GA,,GA,GA,,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA
Azure for Education,General,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GA,,,,,,,,,,,,,,,,,,,,,,,,,,,
Azure Front Door,General,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GA,,,,,,,,,,,,,,,,,,,,,,,,,,,
Azure Front Door,Azure Front Door Premium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GA,,,,,,,,,,,,,,,,,,,,,,,,,,,
Azure Front Door,Azure Front Door Standard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GA,,,,,,,,,,,,,,,,,,,,,,,,,,,
Azure Grafana Service,General,,,GA,,,,GA,,GA,,GA,GA,,,,,,,GA,,GA,GA,GA,GA,,,GA,,,,GA,GA,,GA,,,,,,,GA,GA,,,,,,GA,,GA,,GA,,GA,,,,GA,GA,,GA,GA,,GA,GA,GA
Azure Health AI Deidentification service,General,,,,,,,,,GA,,,,,,,,,,,,,GA,GA,,,,,,,,,,,,,,,,,,,,,,,,,GA,,,,,,,,,,,GA,,,GA,,,GA,GA
Azure Health Data Services,General,,,GA,,,,Preview,,GA,,Preview,,,,,,,,,,Preview,GA,GA,Preview,,Preview,GA,,,,,GA,Preview,Preview,,,,,,Preview,GA,,,,GA,GA,,GA,,GA,,GA,,GA,,,,,GA,GA,GA,GA,,,GA,GA
Azure Health Data Services,Azure API for FHIR,,,Closing Down,,,,Closing Down,,Closing Down,,Closing Down,,,,,,,,,,Closing Down,Closing Down,Closing Down,Closing Down,,Closing Down,Closing Down,,,,,Closing Down,Closing Down,Closing Down,,,,,,Closing Down,Closing Down,,,,,Closing Down,,Closing Down,,Closing Down,,Closing Down,,Closing Down,,,,,Closing Down,Closing Down,Closing Down,Closing Down,,,Closing Down,Closing Down
Azure Health Data Services,Azure Health Data Services,,,GA,,,GA,Preview,,GA,,GA,,,,,,,,,,,GA,GA,GA,,,GA,,GA,,,GA,GA,GA,,,,,,GA,GA,,,,GA,,,GA,,GA,,GA,,GA,,GA,,,GA,,GA,GA,,,GA,GA
Azure Information Protection,General,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GA,,,,,,,,,,,,,,,,,,,,,,,,,,,
Azure Information Protection,Free,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GA,,,,,,,,,,,,,,,,,,,,,,,,,,,
Azure Information Protection,Premium P1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GA,,,,,,,,,,,,,,,,,,,,,,,,,,,
Azure Information Protection,Premium P2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GA,,,,,,,,,,,,,,,,,,,,,,,,,,,
Azure IoT Operations,General,,,,,,,,,,,,,,,,,,,,,,GA,GA,,,,GA,,,,,,,,,,,,,,GA,,,,,,,GA,,,,,,,,,,,,,,GA,,GA,GA,GA
Azure Kubernetes Fleet Manager,General,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,,GA,GA,,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,,GA,GA,GA
Azure Kubernetes Service (AKS),General,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,,GA,GA,,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,,GA,GA,GA
Azure Kubernetes Service enabled by Azure Arc,General,,,GA,,,,,,GA,,,,,,,,,,,,,GA,,,,,,,,,,GA,,,,,,,,,,,,,,,,,,GA,,,,,,,,,,,,GA,,,,
Azure Kubernetes Service enabled by Azure Arc,AKS on HCI and Windows Server,,,,,,,,,,,,,,,,,,,,,,Preview,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Azure Lab Services,General,Closing Down,Closing Down,Closing Down,Closing Down,,,Closing Down,,Closing Down,Closing Down,Closing Down,Closing Down,,,,,,,,,Closing Down,Closing Down,Closing Down,Closing Down,Closing Down,,,,,,,Closing Down,Closing Down,Closing Down,Closing Down,,,,,Closing Down,Closing Down,,,,,,,Closing Down,Closing Down,Closing Down,,,,,,,,,Closing Down,Closing Down,Closing Down,Closing Down,Closing Down,Closing Down,Closing Down,
Azure Lab Services,Azure Lab Services V2,,,Closing Down,Closing Down,Closing Down,,Closing Down,,Closing Down,Closing Down,Closing Down,Closing Down,,,,,,,,,Closing Down,Closing Down,Closing Down,Closing Down,,,Closing Down,,,,,Closing Down,,Closing Down,,,,,,Closing Down,Closing Down,Closing Down,,,,Closing Down,,Closing Down,,Closing Down,,,,Closing Down,,,,Closing Down,Closing Down,Closing Down,Closing Down,Closing Down,,Closing Down,Closing Down,
Azure Large Instance for Epic v1.1,General,,,,,,,,,,,,,,,,,,,,,,Closing Down,,,,,,,,,,,,,,,,,,,,,,,,,,Closing Down,,,,,,,,,,,,,,,,,Closing Down,
Azure Large Instances,General,,,,,,,,,,,,,,,,,,,,,,Closing Down,,,,,,,,,,,,,,,,,,,,,,,,,,Closing Down,,,,,,,,,,,,,,,,,Closing Down,
Azure Large Instances,Bare Metal Infrastructure,,,,,,,,,,,,,,,,,,,,,,GA,GA,,,,GA,,,,,,,,,,,,,,GA,,,,,,,GA,,,,,,,,,,,,,,GA,,,GA,
Azure Lighthouse,General,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GA,,,,,,,,,,,,,,,,,,,,,,,,,,,
Azure Load Balancer,General,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA
Azure Load Balancer,Basic,Closing Down,Closing Down,Closing Down,Closing Down,Closing Down,Closing Down,Closing Down,Closing Down,Closing Down,Closing Down,Closing Down,Closing Down,Closing Down,Closing Down,Closing Down,Closing Down,Closing Down,Closing Down,Closing Down,Closing Down,Closing Down,Closing Down,Closing Down,Closing Down,Closing Down,Closing Down,Closing Down,,Closing Down,Closing Down,Closing Down,Closing Down,Closing Down,Closing Down,Closing Down,Closing Down,Closing Down,Closing Down,,Closing Down,Closing Down,Closing Down,Closing Down,Closing Down,Closing Down,Closing Down,Closing Down,Closing Down,Closing Down,Closing Down,Closing Down,Closing Down,Closing Down,Closing Down,Closing Down,Closing Down,Closing Down,Closing Down,Closing Down,Closing Down,Closing Down,Closing Down,Closing Down,Closing Down,Closing Down,Closing Down
Azure Load Balancer,Standard,GA,GA,GA,GA,GA,,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,,GA,GA,GA,GA,GA,GA,GA,,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA
Azure Local,General,,,GA,,,,,,GA,,GA,,,,GA,,,,GA,,,GA,,,,,GA,,,,,GA,,,,,,,,,,,,,,,,GA,,GA,,,,,,,,,,,,GA,,,,
Azure Local,disconnected operations,,,GA,,,,,,,,,,,,,,,,,,,,GA,,,,,,,,,,,,,,,,,,,,,,,,,,,GA,,,,,,,,,GA,,,GA,,,,
Azure Managed Applications,General,GA,GA,GA,GA,,,GA,,GA,GA,GA,GA,,GA,GA,,GA,GA,,,GA,GA,GA,GA,GA,,,,,,,GA,GA,GA,GA,,,,,GA,GA,,,,,,,GA,GA,GA,,,,,,,,,GA,GA,GA,GA,GA,GA,GA,
Azure Managed Lustre (AMLFS),General,,,GA,,,,GA,,GA,,GA,GA,,,,,,,,,,GA,GA,GA,,,GA,,GA,,GA,GA,GA,GA,GA,GA,GA,,,GA,GA,GA,,,,GA,,GA,,GA,GA,GA,,,,,,GA,GA,,,GA,,GA,GA,GA
Azure Maps,General,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GA,,,,,,,,,,,,,,,,,,,,,,,,,,,
Azure Migrate,General,,,GA,GA,GA,GA,GA,,GA,,GA,GA,GA,,,,,GA,,GA,GA,GA,GA,GA,,,GA,,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,,GA,GA,GA,,GA,GA,GA,,,GA,GA,GA,GA,,GA,GA,,,GA,GA,GA,GA,GA,,GA,GA,
Azure Monitor,General,GA,GA,GA,GA,GA,,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,,GA,,GA,GA,GA,GA,GA,GA,GA,,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA
Azure Monitor,Application Insights,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,,GA,GA,,,GA,,GA,GA,GA,GA,GA,GA,GA,,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,,GA,,GA,GA,GA
Azure Monitor,Azure Monitor Essentials,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GA,,,,,,,,,,,,,,,,,,,,,,,,,,,
Azure Monitor,Azure Monitor Managed Service for Prometheus,GA,GA,GA,GA,,,GA,GA,GA,GA,GA,GA,GA,,,Preview,,,Preview,,GA,GA,GA,GA,GA,,GA,,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,,,GA,GA,GA,GA,,GA,,GA,GA,GA,GA,GA,GA,GA,GA,Preview,GA,GA,GA,GA,GA,GA,,GA,GA,GA
Azure Monitor,Azure Monitor pipeline,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Preview,,,,,,,,,,,,,,,,,,,,,,,,,,,
Azure Monitor,Azure Monitor SCOM Managed Instance,,,Closing Down,,,,,,Closing Down,,,,,,,,,,,,,Closing Down,Closing Down,,,,Closing Down,Closing Down,,,Closing Down,,,,,,,,,,Closing Down,,,,,,,,,Closing Down,,Closing Down,,,,,,,Closing Down,,,Closing Down,,Closing Down,Closing Down,Closing Down
Azure Monitor,Log Analytics,GA,GA,GA,GA,GA,,GA,GA,GA,GA,GA,GA,GA,,GA,GA,,,GA,,GA,GA,GA,GA,GA,GA,GA,,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,,GA,GA,GA
Azure Monitor for SAP Solutions,General,GA,,GA,GA,,,GA,,GA,,GA,GA,,,,,,,,,GA,GA,GA,GA,,,GA,,,,GA,GA,,GA,,,,,,GA,GA,GA,,,,GA,,GA,,GA,,GA,,GA,,,,GA,GA,,GA,GA,,GA,GA,GA
Azure Monitor Grafana,General,,,Preview,,,,Preview,,Preview,,Preview,Preview,,,,,,,,,,,Preview,Preview,,,,,,,,,Preview,,,,,,,,,,,,,,,,,Preview,,,,Preview,,,,Preview,Preview,,Preview,,,,Preview,
Azure NetApp Files,General,GA,GA,GA,GA,,,GA,GA,GA,GA,GA,GA,,,,,,,,,GA,GA,GA,GA,,GA,GA,,,GA,GA,GA,GA,GA,GA,GA,,GA,,GA,GA,GA,GA,,GA,GA,,GA,GA,GA,GA,GA,,GA,GA,GA,GA,GA,GA,GA,,GA,,GA,GA,GA
Azure NetApp Files,Backup and Restore,GA,GA,GA,GA,,,GA,GA,GA,GA,GA,GA,,,,,,,,,GA,GA,GA,GA,,GA,GA,,,GA,GA,GA,GA,GA,GA,GA,,GA,,GA,GA,GA,GA,,GA,GA,,GA,GA,GA,GA,GA,,GA,GA,GA,GA,GA,GA,GA,,GA,,GA,GA,GA
Azure Operator Service Manager,General,,,Preview,,,,,,Preview,,,,,,,,,,,,,Preview,,,,,,,,,,,,,,,,,,,Preview,,,,,,,Preview,,Preview,,,,,,,,Preview,Preview,,Preview,Preview,,Preview,,Preview
Azure Payment HSM,General,,,GA,GA,,,,,,,,GA,,,,,,,,,,GA,,,,,,,,,,,,,,,,,,,GA,,,,,,,GA,,,,,,,,,,,,,,GA,,GA,,
Azure Performance Diagnostics,General,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GA,,,,,,,,,,,,,,,,,,,,,,,,,,,
Azure Policy,General,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GA,,,,,,,,,,,,,,,,,,,,,,,,,,,
Azure Private Link,General,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,,GA,GA,GA,GA,GA,GA,GA,GA,,GA,,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA
Azure Quantum,General,,,,,,,,,,,,,,,,,,,,,,Preview,,,,,,,,,,,,,,,,,,,Preview,,,,,,,,,,,,,,,,,,,,,Preview,,Preview,,
Azure Red Hat OpenShift (ARO),General,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,,,,,,,,GA,GA,GA,GA,,,GA,,GA,,GA,GA,GA,GA,,GA,GA,GA,,GA,GA,GA,GA,,GA,GA,,GA,GA,GA,GA,GA,,GA,GA,GA,GA,GA,GA,GA,GA,GA,,GA,GA,GA
Azure Resource Graph,General,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GA,,,,,,,,,,,,,,,,,,,,,,,,,,,
Azure Resource Manager,General,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA
Azure Route Server,General,GA,GA,GA,Preview,GA,GA,GA,GA,GA,Preview,GA,GA,GA,Preview,Preview,Preview,Preview,Preview,Preview,GA,GA,GA,GA,GA,,GA,GA,GA,GA,GA,GA,GA,GA,GA,,GA,GA,GA,,GA,GA,Preview,,GA,GA,GA,Preview,GA,GA,GA,GA,Preview,,GA,,GA,,GA,GA,GA,GA,GA,GA,GA,GA,GA
Azure Service Manager (RDFE),General,GA,GA,GA,GA,GA,,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,,GA,GA,GA,GA,GA,GA,GA,,GA,GA,GA,GA,GA,GA,GA,,GA,GA,,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA
Azure SignalR Service,General,GA,,GA,GA,GA,,GA,,GA,GA,GA,GA,,,GA,Preview,,GA,GA,,GA,GA,GA,GA,,,GA,,GA,,GA,GA,GA,GA,,GA,,GA,,GA,GA,GA,,GA,GA,GA,,GA,GA,GA,GA,GA,,GA,GA,GA,,GA,GA,GA,GA,GA,,GA,GA,GA
Azure Signup Portal,General,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GA,,,,,,,,,,,,,,,,,,,,,,,,,,,
Azure Sphere,General,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Closing Down,,,,,,,,,,,,,,,,,,,,,,,,,,,
Azure Spring Apps,General,,,Closing Down,Closing Down,,,Closing Down,,Closing Down,Closing Down,Closing Down,Closing Down,,,Closing Down,,,Closing Down,Closing Down,,Closing Down,Closing Down,Closing Down,Closing Down,,,Closing Down,,,,Closing Down,Closing Down,,Closing Down,,,,,,Closing Down,Closing Down,,,,,Closing Down,,Closing Down,,Closing Down,,Closing Down,,Closing Down,,,,Closing Down,Closing Down,Closing Down,,Closing Down,,Closing Down,Closing Down,Closing Down
Azure Spring Apps,Basic,,,Closing Down,Closing Down,,,Closing Down,,Closing Down,Closing Down,Closing Down,Closing Down,,,Closing Down,,,Closing Down,Closing Down,,Closing Down,Closing Down,Closing Down,Closing Down,,,Closing Down,,,,Closing Down,Closing Down,,Closing Down,,,,,,Closing Down,Closing Down,,,,,Closing Down,,Closing Down,,Closing Down,,Closing Down,,Closing Down,,,,Closing Down,Closing Down,Closing Down,,Closing Down,,Closing Down,Closing Down,Closing Down
Azure Spring Apps,Enterprise,,,Closing Down,Closing Down,,,Closing Down,,Closing Down,Closing Down,,Closing Down,,,Closing Down,,,,,,Closing Down,Closing Down,Closing Down,,,,,,,,Closing Down,Closing Down,,,,,,,,,Closing Down,,,,,,,Closing Down,,Closing Down,,Closing Down,,,,,,,Closing Down,Closing Down,,Closing Down,,,Closing Down,Closing Down
Azure Spring Apps,Standard,,,Closing Down,Closing Down,,,Closing Down,,Closing Down,Closing Down,,Closing Down,,,Closing Down,,,Closing Down,Closing Down,,Closing Down,Closing Down,Closing Down,,,,,,,,Closing Down,Closing Down,,,,,,,,,Closing Down,,,,,,,Closing Down,,Closing Down,,Closing Down,,,,,,,Closing Down,Closing Down,,Closing Down,,,Closing Down,Closing Down
Azure Spring Apps,Standard Gen2,,,Closing Down,,,,,,,,,Closing Down,,,,,,,,,Closing Down,Closing Down,Closing Down,,,,,,,,,,,,,,,,,,Closing Down,,,,,,,Closing Down,,,,,,,,,,,Closing Down,,,Closing Down,,Closing Down,,Closing Down
Azure SQL Database,General,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA
Azure SQL Managed Instance,General,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,,GA,GA,,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA
Azure Stack,General,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GA,,,,,,,,,,,,,,,,,,,,,,,,,,,
Azure Stack,Azure Stack Hub Ruggedized,,,,,,,,,,,,,,,,,,,,,,GA,,,,,,,,,,,,,,,,,,,,,,,,,,GA,,,,,,,,,,,,,,,,,GA,GA
Azure Stack Edge,General,,,GA,,,,GA,,GA,,GA,,,,,,,,,,,GA,,GA,,,GA,,,,,GA,,GA,,,,,,,,GA,GA,,,GA,,,,GA,,GA,,GA,,,,GA,GA,,,GA,,,GA,
Azure Stack Edge,Azure Data Box Gateway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GA,,,,,,,,,,,,,,,,,,,,,,,,,,,
Azure Stack Edge,Azure Stack Edge,,,GA,,,,GA,,GA,,GA,GA,,,,,,,,,GA,GA,GA,GA,GA,,GA,,,,,GA,,GA,,,,,,GA,GA,GA,,,,GA,,GA,,GA,,GA,,GA,,,,GA,GA,GA,GA,GA,,GA,GA,
Azure Stack Edge,Azure Stack Edge Pro 2,GA,GA,GA,GA,,,,,GA,GA,,GA,,,,,,,,,GA,GA,GA,GA,GA,GA,GA,,,,,GA,GA,GA,GA,,,,,GA,GA,GA,GA,,,,,GA,,GA,,GA,GA,GA,GA,,GA,GA,GA,GA,GA,GA,,GA,GA,
Azure Stack Edge,Azure Stack Edge Ruggedized,,,,,,,,,,,,GA,,,,,,,,,,GA,GA,,,,,,,,,,,,,,,,,GA,,,,,,,,GA,,,,,,,,,,,,,,GA,,GA,GA,
Azure Storage Actions,General,Preview,,Preview,Preview,,,Preview,,Preview,Preview,Preview,Preview,,,,,,,,,Preview,Preview,Preview,Preview,,,Preview,,,Preview,Preview,Preview,Preview,Preview,,,Preview,,,Preview,Preview,Preview,,,,Preview,,Preview,Preview,Preview,Preview,Preview,,Preview,,,,Preview,Preview,Preview,Preview,Preview,Preview,Preview,Preview,Preview
Azure Storage Mover,General,,,,,,,,,,,,,,,,,,,,,,Preview,Preview,,,,,,,,,,,,,,,,,,GA,,,,,,,,,,,GA,,,,,,,,,GA,,,,,Preview
Azure Stream Analytics,General,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,,GA,GA,GA,GA,GA,GA,GA,,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA
Azure Stream Analytics,Stream Analytics Dedicated,GA,GA,Preview,GA,,GA,GA,GA,Preview,GA,GA,Preview,,,GA,GA,,GA,GA,GA,Preview,Preview,GA,GA,GA,GA,GA,GA,GA,GA,GA,Preview,GA,Preview,GA,,,,,GA,Preview,GA,GA,GA,GA,GA,,GA,Preview,Preview,,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,Preview,GA,GA,GA,GA
Azure Synapse Analytics,General,GA,GA,GA,GA,,GA,GA,,GA,GA,GA,GA,,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,,GA,,GA,GA,GA,GA,GA,GA,GA,GA,GA,,,GA,GA,GA,,GA,GA,GA,,GA,GA,GA,GA,GA,,GA,GA,GA,,GA,GA,GA,GA,GA,GA,GA,GA,GA
Azure Update Manager,General,GA,Preview,GA,GA,GA,GA,GA,Preview,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,Preview,Preview,GA,,GA,GA,GA,GA,Preview,GA,Preview,GA,GA,GA,,GA,GA,GA,Preview,Preview,Preview,GA,Preview,GA,Preview,GA,GA,GA,Preview,GA,Preview,,Preview,GA,GA,GA,GA,GA,Preview,GA,GA,GA
Azure Usage Billing,General,,,GA,,,,,,,,,,,,,,,,,,,GA,GA,,,,,,,,,,,,,,,,,,GA,,,,,,,GA,,GA,,,,,,,,,GA,,,GA,,,GA,
Azure Virtual Desktop,General,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GA,,,,,,,,,,,,,,,,,,,,,,,,,,,
Azure Virtual Network Manager,General,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,,GA,GA,,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA
